Time,Angle,AngularVelocity
140.24,9.45987,0.269943
140.28,9.4713,0.30127
140.32,9.48399,0.333298
140.36,9.49797,0.366037
140.4,9.51328,0.399497
140.44,9.52994,0.433691
140.48,9.54798,0.46863
140.52,9.56744,0.504323
140.56,9.58834,0.540784
140.6,9.61071,0.578021
140.64,9.63459,0.616045
140.68,9.66001,0.654865
140.72,9.68699,0.69449
140.76,9.71558,0.734928
140.8,9.7458,0.776184
140.84,9.77768,0.818262
140.88,9.81127,0.861165
140.92,9.84659,0.90489
140.96,9.88367,0.949434
141,9.92255,0.994789
141.04,9.96326,1.04094
141.08,10.0058,1.08788
141.12,10.0503,1.13557
141.16,10.0967,1.18398
141.2,10.145,1.23309
141.24,10.1953,1.28283
141.28,10.2477,1.33317
141.32,10.302,1.38401
141.36,10.3584,1.4353
141.4,10.4168,1.48693
141.44,10.4774,1.53881
141.48,10.5399,1.59081
141.52,10.6046,1.64279
141.56,10.6714,1.69461
141.6,10.7402,1.7461
141.64,10.811,1.79708
141.68,10.8839,1.84734
141.72,10.9588,1.89667
141.76,11.0357,1.94484
141.8,11.1144,1.99161
141.84,11.195,2.03672
141.88,11.2773,2.07991
141.92,11.3613,2.1209
141.96,11.4469,2.15942
142,11.534,2.1952
142.04,11.6225,2.22798
142.08,11.7122,2.25748
142.12,11.8031,2.28347
142.16,11.8949,2.30573
142.2,11.9875,2.32405
142.24,12.0807,2.33826
142.28,12.1745,2.34822
142.32,12.2685,2.35382
142.36,12.3627,2.35499
142.4,12.4569,2.35172
142.44,12.5508,2.344
142.48,12.6443,2.33189
142.52,12.7373,2.31549
142.56,12.8295,2.29491
142.6,12.9208,2.27034
142.64,13.0111,2.24195
142.68,13.1001,2.20996
142.72,13.1878,2.17463
142.76,13.2741,2.1362
142.8,13.3587,2.09494
142.84,13.4416,2.05114
142.88,13.5228,2.00507
142.92,13.602,1.95701
142.96,13.6793,1.90724
143,13.7546,1.856
143.04,13.8278,1.80356
143.08,13.8988,1.75015
143.12,13.9678,1.696
143.16,14.0345,1.64129
143.2,14.0991,1.58622
143.24,14.1614,1.53096
143.28,14.2215,1.47565
143.32,14.2795,1.42042
143.36,14.3352,1.36538
143.4,14.3887,1.31062
143.44,14.44,1.25623
143.48,14.4892,1.20226
143.52,14.5362,1.14877
143.56,14.5811,1.0958
143.6,14.6239,1.04335
143.64,14.6646,0.991456
143.68,14.7032,0.940114
143.72,14.7398,0.88932
143.76,14.7744,0.839064
143.8,14.8069,0.789328
143.84,14.8375,0.740086
143.88,14.8662,0.691313
143.92,14.8928,0.642974
143.96,14.9176,0.595034
144,14.9404,0.547454
144.04,14.9614,0.500195
144.08,14.9805,0.453214
144.12,14.9977,0.406467
144.16,15.013,0.35991
144.2,15.0264,0.313498
144.24,15.0381,0.267186
144.28,15.0478,0.220929
144.32,15.0557,0.174682
144.36,15.0618,0.128401
144.4,15.066,0.0820421
144.44,15.0684,0.0355635
144.48,15.0689,-0.0110767
144.52,15.0675,-0.0579188
144.56,15.0642,-0.105002
144.6,15.0591,-0.152362
144.64,15.052,-0.200037
144.68,15.0431,-0.248059
144.72,15.0322,-0.29646
144.76,15.0193,-0.345269
144.8,15.0045,-0.394514
144.84,14.9878,-0.444217
144.88,14.969,-0.4944
144.92,14.9482,-0.54508
144.96,14.9254,-0.596271
145,14.9005,-0.647981
145.04,14.8735,-0.700216
145.08,14.8445,-0.752974
145.12,14.8133,-0.806249
145.16,14.78,-0.860028
145.2,14.7445,-0.914291
145.24,14.7068,-0.969011
145.28,14.667,-1.02415
145.32,14.6249,-1.07967
145.36,14.5806,-1.1355
145.4,14.534,-1.19159
145.44,14.4853,-1.24786
145.48,14.4342,-1.30421
145.52,14.3809,-1.36055
145.56,14.3254,-1.41675
145.6,14.2676,-1.4727
145.64,14.2076,-1.52824
145.68,14.1453,-1.58322
145.72,14.0809,-1.63747
145.76,14.0143,-1.6908
145.8,13.9457,-1.74302
145.84,13.8749,-1.79391
145.88,13.8022,-1.84326
145.92,13.7275,-1.89085
145.96,13.6509,-1.93643
146,13.5726,-1.97978
146.04,13.4926,-2.02067
146.08,13.411,-2.05885
146.12,13.3279,-2.09412
146.16,13.2435,-2.12625
146.2,13.1579,-2.15506
146.24,13.0711,-2.18036
146.28,12.9835,-2.20201
146.32,12.895,-2.21987
146.36,12.8059,-2.23385
146.4,12.7164,-2.24388
146.44,12.6265,-2.24993
146.48,12.5364,-2.25201
146.52,12.4464,-2.25015
146.56,12.3565,-2.24442
146.6,12.2669,-2.23493
146.64,12.1777,-2.22182
146.68,12.0892,-2.20526
146.72,12.0013,-2.18542
146.76,11.9144,-2.16253
146.8,11.8284,-2.13683
146.84,11.7435,-2.10854
146.88,11.6597,-2.07792
146.92,11.5773,-2.04525
146.96,11.4961,-2.01076
147,11.4164,-1.97474
147.04,11.3382,-1.93742
147.08,11.2614,-1.89905
147.12,11.1863,-1.85987
147.16,11.1127,-1.8201
147.2,11.0407,-1.77994
147.24,10.9703,-1.7396
147.28,10.9015,-1.69924
147.32,10.8343,-1.65902
147.36,10.7688,-1.61909
147.4,10.7048,-1.57958
147.44,10.6424,-1.54059
147.48,10.5815,-1.50222
147.52,10.5222,-1.46455
147.56,10.4644,-1.42765
147.6,10.408,-1.39158
147.64,10.353,-1.35636
147.68,10.2995,-1.32204
147.72,10.2472,-1.28863
147.76,10.1964,-1.25616
147.8,10.1467,-1.22461
147.84,10.0984,-1.19399
147.88,10.0512,-1.16429
147.92,10.0052,-1.13549
147.96,9.96036,-1.10758
148,9.9166,-1.08053
148.04,9.87391,-1.0543
148.08,9.83225,-1.02889
148.12,9.79159,-1.00424
148.16,9.7519,-0.980325
148.2,9.71315,-0.957113
148.24,9.67532,-0.934564
148.28,9.63838,-0.912641
148.32,9.6023,-0.891307
148.36,9.56707,-0.870523
148.4,9.53265,-0.850251
148.44,9.49904,-0.830454
148.48,9.46621,-0.811095
148.52,9.43415,-0.792138
148.56,9.40283,-0.773546
148.6,9.37226,-0.755286
148.64,9.34241,-0.737323
148.68,9.31327,-0.719625
148.72,9.28483,-0.702161
148.76,9.25709,-0.684899
148.8,9.23004,-0.667812
148.84,9.20367,-0.650871
148.88,9.17797,-0.634049
148.92,9.15294,-0.617323
148.96,9.12858,-0.600668
149,9.10489,-0.584061
149.04,9.08186,-0.567483
149.08,9.05949,-0.550913
149.12,9.03778,-0.534334
149.16,9.01674,-0.517728
149.2,8.99637,-0.50108
149.24,8.97666,-0.484377
149.28,8.95762,-0.467605
149.32,8.93925,-0.450754
149.36,8.92156,-0.433813
149.4,8.90455,-0.416774
149.44,8.88822,-0.39963
149.48,8.87258,-0.382373
149.52,8.85763,-0.364999
149.56,8.84338,-0.347505
149.6,8.82983,-0.329888
149.64,8.81699,-0.312146
149.68,8.80486,-0.294278
149.72,8.79345,-0.276286
149.76,8.78276,-0.25817
149.8,8.7728,-0.239933
149.84,8.76357,-0.221579
149.88,8.75507,-0.203111
149.92,8.74732,-0.184534
149.96,8.74031,-0.165855
150,8.73405,-0.147078
150.04,8.72854,-0.128211
150.08,8.72379,-0.109262
150.12,8.7198,-0.0902372
150.16,8.71658,-0.0711462
150.2,8.71411,-0.0519973
150.24,8.71242,-0.0327994
150.28,8.71149,-0.0135617
150.32,8.71133,0.00570661
150.36,8.71195,0.024996
150.4,8.71333,0.0442969
150.44,8.71549,0.0635998
150.48,8.71842,0.0828954
150.52,8.72212,0.102174
150.56,8.72659,0.121427
150.6,8.73184,0.140645
150.64,8.73785,0.15982
150.68,8.74462,0.178943
150.72,8.75216,0.198006
150.76,8.76046,0.217002
150.8,8.76952,0.235923
150.84,8.77933,0.254764
150.88,8.7899,0.273517
150.92,8.80121,0.292177
150.96,8.81327,0.31074
151,8.82607,0.329201
151.04,8.83961,0.347557
151.08,8.85387,0.365803
151.12,8.86887,0.383938
151.16,8.88459,0.40196
151.2,8.90102,0.419868
151.24,8.91818,0.437661
151.28,8.93604,0.455339
151.32,8.9546,0.472903
151.36,8.97387,0.490354
151.4,8.99383,0.507695
151.44,9.01448,0.524927
151.48,9.03582,0.542055
151.52,9.05784,0.559081
151.56,9.08055,0.57601
151.6,9.10392,0.592846
151.64,9.12797,0.609593
151.68,9.15269,0.626258
151.72,9.17807,0.642845
151.76,9.20412,0.659361
151.8,9.23082,0.67581
151.84,9.25818,0.692199
151.88,9.2862,0.708534
151.92,9.31486,0.724821
151.96,9.34418,0.741064
152,9.37415,0.75727
152.04,9.40476,0.773442
152.08,9.43602,0.789587
152.12,9.46793,0.805707
152.16,9.50048,0.821805
152.2,9.53367,0.837884
152.24,9.56751,0.853946
152.28,9.60199,0.869989
152.32,9.63711,0.886014
152.36,9.67287,0.902018
152.4,9.70927,0.917997
152.44,9.74631,0.933946
152.48,9.78398,0.949856
152.52,9.8223,0.96572
152.56,9.86124,0.981525
152.6,9.90082,0.997257
152.64,9.94102,1.0129
152.68,9.98185,1.02844
152.72,10.0233,1.04385
152.76,10.0654,1.0591
152.8,10.108,1.07418
152.84,10.1513,1.08904
152.88,10.1951,1.10366
152.92,10.2396,1.118
152.96,10.2846,1.13203
153,10.3301,1.14568
153.04,10.3762,1.15893
153.08,10.4228,1.17172
153.12,10.47,1.18399
153.16,10.5176,1.1957
153.2,10.5656,1.20678
153.24,10.6141,1.21717
153.28,10.663,1.22681
153.32,10.7122,1.23563
153.36,10.7618,1.24356
153.4,10.8117,1.25054
153.44,10.8618,1.25649
153.48,10.9122,1.26134
153.52,10.9627,1.26503
153.56,11.0134,1.26748
153.6,11.0641,1.26862
153.64,11.1149,1.2684
153.68,11.1656,1.26673
153.72,11.2162,1.26358
153.76,11.2666,1.25886
153.8,11.3169,1.25254
153.84,11.3668,1.24457
153.88,11.4164,1.23491
153.92,11.4656,1.22351
153.96,11.5143,1.21036
154,11.5624,1.19543
154.04,11.6099,1.17871
154.08,11.6567,1.16019
154.12,11.7027,1.13987
154.16,11.7478,1.11777
154.2,11.7921,1.09391
154.24,11.8353,1.0683
154.28,11.8775,1.041
154.32,11.9186,1.01204
154.36,11.9584,0.981467
154.4,11.9971,0.949346
154.44,12.0344,0.915741
154.48,12.0703,0.880721
154.52,12.1048,0.844365
154.56,12.1378,0.806754
154.6,12.1693,0.767976
154.64,12.1993,0.728121
154.68,12.2276,0.687285
154.72,12.2542,0.645564
154.76,12.2792,0.60306
154.8,12.3025,0.559874
154.84,12.324,0.51611
154.88,12.3437,0.471872
154.92,12.3617,0.427264
154.96,12.3779,0.382392
155,12.3923,0.33736
155.04,12.4049,0.292271
155.08,12.4157,0.247228
155.12,12.4247,0.202332
155.16,12.4319,0.157683
155.2,12.4373,0.113378
155.24,12.441,0.069513
155.28,12.4429,0.0261816
155.32,12.4431,-0.0165254
155.36,12.4416,-0.0585198
155.4,12.4384,-0.099716
155.44,12.4336,-0.140032
155.48,12.4272,-0.179387
155.52,12.4193,-0.217705
155.56,12.4098,-0.254914
155.6,12.3989,-0.290944
155.64,12.3866,-0.325728
155.68,12.3728,-0.359205
155.72,12.3578,-0.391316
155.76,12.3416,-0.422006
155.8,12.3241,-0.451225
155.84,12.3055,-0.478927
155.88,12.2858,-0.505069
155.92,12.2651,-0.529613
155.96,12.2435,-0.552527
156,12.2209,-0.573781
156.04,12.1976,-0.59335
156.08,12.1735,-0.611216
156.12,12.1487,-0.627361
156.16,12.1233,-0.641775
156.2,12.0974,-0.654452
156.24,12.071,-0.665389
156.28,12.0442,-0.674588
156.32,12.017,-0.682055
156.36,11.9896,-0.687799
156.4,11.962,-0.691835
156.44,11.9343,-0.694178
156.48,11.9065,-0.694851
156.52,11.8787,-0.693875
156.56,11.851,-0.691278
156.6,11.8235,-0.687087
156.64,11.7961,-0.681335
156.68,11.769,-0.674054
156.72,11.7422,-0.665278
156.76,11.7158,-0.655045
156.8,11.6898,-0.64339
156.84,11.6643,-0.630352
156.88,11.6394,-0.615971
156.92,11.6151,-0.600284
156.96,11.5914,-0.583331
157,11.5684,-0.565151
157.04,11.5462,-0.545784
157.08,11.5248,-0.525266
157.12,11.5042,-0.503637
157.16,11.4845,-0.480933
157.2,11.4657,-0.457191
157.24,11.4479,-0.432445
157.28,11.4311,-0.406731
157.32,11.4154,-0.380082
157.36,11.4007,-0.352531
157.4,11.3872,-0.324108
157.44,11.3748,-0.294846
157.48,11.3636,-0.264772
157.52,11.3536,-0.233918
157.56,11.3449,-0.20231
157.6,11.3375,-0.169978
157.64,11.3313,-0.136948
157.68,11.3265,-0.103247
157.72,11.3231,-0.0689031
157.76,11.321,-0.0339426
157.8,11.3204,0.00160684
157.84,11.3212,0.0377176
157.88,11.3234,0.0743611
157.92,11.3271,0.111508
157.96,11.3323,0.149128
158,11.3391,0.18719
158.04,11.3473,0.22566
158.08,11.3571,0.264503
158.12,11.3685,0.303683
158.16,11.3814,0.34316
158.2,11.3959,0.382893
158.24,11.412,0.422838
158.28,11.4298,0.462949
158.32,11.4491,0.503175
158.36,11.47,0.543464
158.4,11.4926,0.58376
158.44,11.5167,0.624004
158.48,11.5425,0.664133
158.52,11.5698,0.704082
158.56,11.5988,0.743781
158.6,11.6293,0.783158
158.64,11.6614,0.822137
158.68,11.6951,0.860641
158.72,11.7303,0.898588
158.76,11.767,0.935895
158.8,11.8052,0.972476
158.84,11.8448,1.00824
158.88,11.8858,1.04311
158.92,11.9282,1.07699
158.96,11.9719,1.1098
159,12.017,1.14144
159.04,12.0632,1.17183
159.08,12.1107,1.20089
159.12,12.1593,1.22854
159.16,12.209,1.2547
159.2,12.2597,1.27931
159.24,12.3113,1.30229
159.28,12.3638,1.32359
159.32,12.4172,1.34315
159.36,12.4712,1.36094
159.4,12.526,1.37692
159.44,12.5814,1.39106
159.48,12.6373,1.40334
159.52,12.6936,1.41377
159.56,12.7503,1.42233
159.6,12.8074,1.42905
159.64,12.8646,1.43395
159.68,12.9221,1.43706
159.72,12.9796,1.43841
159.76,13.0371,1.43807
159.8,13.0946,1.43609
159.84,13.152,1.43253
159.88,13.2092,1.42746
159.92,13.2662,1.42098
159.96,13.3228,1.41315
160,13.3792,1.40406
160.04,13.4352,1.39382
160.08,13.4907,1.3825
160.12,13.5457,1.3702
160.16,13.6003,1.35702
160.2,13.6543,1.34306
160.24,13.7077,1.3284
160.28,13.7606,1.31313
160.32,13.8128,1.29736
160.36,13.8643,1.28115
160.4,13.9153,1.26461
160.44,13.9655,1.2478
160.48,14.0151,1.2308
160.52,14.064,1.21368
160.56,14.1122,1.19651
160.6,14.1597,1.17934
160.64,14.2065,1.16224
160.68,14.2527,1.14526
160.72,14.2981,1.12844
160.76,14.3429,1.11183
160.8,14.3871,1.09546
160.84,14.4306,1.07937
160.88,14.4734,1.06359
160.92,14.5157,1.04813
160.96,14.5573,1.03303
161,14.5983,1.01829
161.04,14.6388,1.00393
161.08,14.6786,0.989966
161.12,14.718,0.976401
161.16,14.7568,0.963238
161.2,14.795,0.950481
161.24,14.8328,0.938128
161.28,14.8701,0.926176
161.32,14.9069,0.914622
161.36,14.9433,0.903459
161.4,14.9792,0.892677
161.44,15.0147,0.882269
161.48,15.0498,0.872222
161.52,15.0845,0.862526
161.56,15.1188,0.853167
161.6,15.1527,0.84413
161.64,15.1863,0.835403
161.68,15.2196,0.826969
161.72,15.2525,0.818813
161.76,15.2851,0.810918
161.8,15.3174,0.803269
161.84,15.3493,0.795848
161.88,15.381,0.788638
161.92,15.4124,0.781623
161.96,15.4436,0.774784
162,15.4744,0.768106
162.04,15.505,0.76157
162.08,15.5353,0.75516
162.12,15.5654,0.748857
162.16,15.5953,0.742647
162.2,15.6248,0.73651
162.24,15.6542,0.730432
162.28,15.6833,0.724395
162.32,15.7121,0.718384
162.36,15.7407,0.712382
162.4,15.7691,0.706374
162.44,15.7973,0.700345
162.48,15.8251,0.694279
162.52,15.8528,0.688162
162.56,15.8802,0.681979
162.6,15.9073,0.675717
162.64,15.9343,0.669363
162.68,15.9609,0.662902
162.72,15.9873,0.656323
162.76,16.0134,0.649612
162.8,16.0392,0.642759
162.84,16.0648,0.635753
162.88,16.0901,0.628581
162.92,16.1151,0.621235
162.96,16.1398,0.613705
163,16.1642,0.605981
163.04,16.1883,0.598056
163.08,16.212,0.589921
163.12,16.2355,0.581569
163.16,16.2586,0.572995
163.2,16.2813,0.564192
163.24,16.3037,0.555155
163.28,16.3257,0.545879
163.32,16.3474,0.536363
163.36,16.3686,0.526602
163.4,16.3895,0.516596
163.44,16.4099,0.506342
163.48,16.43,0.495841
163.52,16.4496,0.485093
163.56,16.4688,0.474101
163.6,16.4875,0.462865
163.64,16.5058,0.45139
163.68,16.5236,0.43968
163.72,16.541,0.427739
163.76,16.5579,0.415575
163.8,16.5742,0.403192
163.84,16.5901,0.3906
163.88,16.6055,0.377807
163.92,16.6203,0.364822
163.96,16.6347,0.351655
164,16.6485,0.338319
164.04,16.6617,0.324823
164.08,16.6744,0.311182
164.12,16.6866,0.297409
164.16,16.6982,0.283518
164.2,16.7093,0.269523
164.24,16.7198,0.25544
164.28,16.7297,0.241286
164.32,16.7391,0.227077
164.36,16.7479,0.212831
164.4,16.7561,0.198565
164.44,16.7638,0.184297
164.48,16.7709,0.170046
164.52,16.7774,0.155831
164.56,16.7833,0.141671
164.6,16.7887,0.127586
164.64,16.7935,0.113596
164.68,16.7978,0.0997208
164.72,16.8015,0.08598
164.76,16.8047,0.0723942
164.8,16.8073,0.0589835
164.84,16.8094,0.0457682
164.88,16.811,0.0327684
164.92,16.812,0.0200042
164.96,16.8126,0.0074956
165,16.8126,-0.00473761
165.04,16.8122,-0.0166758
165.08,16.8113,-0.0282997
165.12,16.81,-0.0395901
165.16,16.8082,-0.0505282
165.2,16.8059,-0.0610955
165.24,16.8033,-0.0712737
165.28,16.8002,-0.081045
165.32,16.7968,-0.0903919
165.36,16.793,-0.0992972
165.4,16.7889,-0.107744
165.44,16.7844,-0.115717
165.48,16.7796,-0.123199
165.52,16.7745,-0.130175
165.56,16.7692,-0.136629
165.6,16.7636,-0.142547
165.64,16.7578,-0.147915
165.68,16.7518,-0.152718
165.72,16.7456,-0.156943
165.76,16.7392,-0.160577
165.8,16.7328,-0.163606
165.84,16.7262,-0.166017
165.88,16.7195,-0.167799
165.92,16.7127,-0.16894
165.96,16.706,-0.169426
166,16.6992,-0.169248
166.04,16.6924,-0.168393
166.08,16.6857,-0.166851
166.12,16.6791,-0.16461
166.16,16.6726,-0.161659
166.2,16.6662,-0.157989
166.24,16.6599,-0.153588
166.28,16.6539,-0.148445
166.32,16.6481,-0.142552
166.36,16.6425,-0.135897
166.4,16.6372,-0.12847
166.44,16.6322,-0.120262
166.48,16.6276,-0.111261
166.52,16.6233,-0.101459
166.56,16.6195,-0.0908443
166.6,16.6161,-0.079408
166.64,16.6132,-0.06714
166.68,16.6107,-0.0540304
166.72,16.6088,-0.0400694
166.76,16.6075,-0.0252473
166.8,16.6068,-0.00955445
166.84,16.6068,0.00701856
166.88,16.6074,0.0244811
166.92,16.6088,0.0428423
166.96,16.6109,0.0621112
167,16.6137,0.0822963
167.04,16.6174,0.103406
167.08,16.622,0.125448
167.12,16.6275,0.14843
167.16,16.6339,0.172359
167.2,16.6413,0.197241
167.24,16.6497,0.223081
167.28,16.6592,0.249884
167.32,16.6697,0.277654
167.36,16.6814,0.306393
167.4,16.6942,0.336102
167.44,16.7083,0.36678
167.48,16.7236,0.398426
167.52,16.7402,0.431035
167.56,16.7581,0.464601
167.6,16.7774,0.499116
167.64,16.798,0.534568
167.68,16.8201,0.570942
167.72,16.8437,0.608221
167.76,16.8688,0.646384
167.8,16.8954,0.685404
167.84,16.9236,0.725253
167.88,16.9535,0.765895
167.92,16.9849,0.80729
167.96,17.0181,0.849392
168,17.0529,0.892151
168.04,17.0894,0.935506
168.08,17.1277,0.979394
168.12,17.1678,1.02374
168.16,17.2096,1.06847
168.2,17.2533,1.11348
168.24,17.2987,1.15869
168.28,17.346,1.20399
168.32,17.395,1.24926
168.36,17.4459,1.29439
168.4,17.4986,1.33923
168.44,17.553,1.38367
168.48,17.6093,1.42753
168.52,17.6672,1.47069
168.56,17.7269,1.51297
168.6,17.7883,1.55421
168.64,17.8512,1.59424
168.68,17.9158,1.6329
168.72,17.9818,1.67001
168.76,18.0494,1.70542
168.8,18.1183,1.73894
168.84,18.1884,1.77042
168.88,18.2599,1.79971
168.92,18.3324,1.82667
168.96,18.406,1.85117
169,18.4805,1.87309
169.04,18.5558,1.89234
169.08,18.6318,1.90884
169.12,18.7084,1.92252
169.16,18.7856,1.93335
169.2,18.8631,1.94131
169.24,18.9408,1.94641
169.28,19.0187,1.94867
169.32,19.0967,1.94815
169.36,19.1746,1.94493
169.4,19.2522,1.93908
169.44,19.3297,1.93073
169.48,19.4067,1.92001
169.52,19.4832,1.90705
169.56,19.5592,1.89202
169.6,19.6346,1.87509
169.64,19.7092,1.85643
169.68,19.7831,1.83622
169.72,19.8561,1.81466
169.76,19.9282,1.79192
169.8,19.9994,1.76819
169.84,20.0697,1.74365
169.88,20.1389,1.71849
169.92,20.2071,1.69287
169.96,20.2743,1.66696
170,20.3405,1.64092
170.04,20.4056,1.61489
170.08,20.4697,1.589
170.12,20.5327,1.56339
170.16,20.5948,1.53817
170.2,20.6558,1.51345
170.24,20.7158,1.48932
170.28,20.7749,1.46586
170.32,20.8331,1.44316
170.36,20.8904,1.42127
170.4,20.9468,1.40026
170.44,21.0024,1.38017
170.48,21.0573,1.36103
170.52,21.1113,1.34289
170.56,21.1647,1.32577
170.6,21.2174,1.30969
170.64,21.2695,1.29466
170.68,21.321,1.28068
170.72,21.372,1.26777
170.76,21.4224,1.25592
170.8,21.4724,1.24512
170.84,21.5221,1.23537
170.88,21.5713,1.22666
170.92,21.6202,1.21896
170.96,21.6688,1.21227
171,21.7172,1.20656
171.04,21.7654,1.20181
171.08,21.8134,1.19799
171.12,21.8612,1.19509
171.16,21.909,1.19307
171.2,21.9567,1.1919
171.24,22.0043,1.19155
171.28,22.052,1.19199
171.32,22.0997,1.19318
171.36,22.1475,1.19509
171.4,22.1953,1.19769
171.44,22.2433,1.20092
171.48,22.2914,1.20476
171.52,22.3397,1.20915
171.56,22.3881,1.21406
171.6,22.4368,1.21943
171.64,22.4857,1.22522
171.68,22.5348,1.23137
171.72,22.5842,1.23783
171.76,22.6339,1.24455
171.8,22.6838,1.25146
171.84,22.734,1.25851
171.88,22.7845,1.26563
171.92,22.8352,1.27275
171.96,22.8863,1.2798
172,22.9376,1.28672
172.04,22.9892,1.29342
172.08,23.0411,1.29984
172.12,23.0932,1.30589
172.16,23.1455,1.31149
172.2,23.1981,1.31656
172.24,23.2509,1.32101
172.28,23.3038,1.32477
172.32,23.3568,1.32774
172.36,23.41,1.32985
172.4,23.4632,1.331
172.44,23.5165,1.33111
172.48,23.5697,1.3301
172.52,23.6228,1.32789
172.56,23.6759,1.32441
172.6,23.7288,1.31957
172.64,23.7814,1.31332
172.68,23.8338,1.30558
172.72,23.8859,1.2963
172.76,23.9375,1.28542
172.8,23.9887,1.27291
172.84,24.0393,1.25871
172.88,24.0894,1.2428
172.92,24.1387,1.22516
172.96,24.1873,1.20578
173,24.2352,1.18464
173.04,24.2821,1.16175
173.08,24.3281,1.13713
173.12,24.373,1.11079
173.16,24.4169,1.08276
173.2,24.4596,1.05308
173.24,24.5011,1.02181
173.28,24.5414,0.988985
173.32,24.5802,0.954676
173.36,24.6177,0.918949
173.4,24.6537,0.881879
173.44,24.6883,0.843548
173.48,24.7212,0.80404
173.52,24.7526,0.763446
173.56,24.7823,0.72186
173.6,24.8103,0.67938
173.64,24.8366,0.636107
173.68,24.8612,0.592141
173.72,24.884,0.547588
173.76,24.905,0.502554
173.8,24.9242,0.457142
173.84,24.9415,0.41146
173.88,24.9571,0.365613
173.92,24.9708,0.319706
173.96,24.9827,0.273842
174,24.9927,0.228125
174.04,25.0009,0.182656
174.08,25.0073,0.137532
174.12,25.0119,0.0928526
174.16,25.0148,0.0487109
174.2,25.0158,0.00519946
174.24,25.0152,-0.037592
174.28,25.0128,-0.0795769
174.32,25.0088,-0.120671
174.36,25.0032,-0.160794
174.4,24.996,-0.199869
174.44,24.9872,-0.23782
174.48,24.977,-0.274579
174.52,24.9653,-0.310076
174.56,24.9522,-0.34425
174.6,24.9377,-0.37704
174.64,24.922,-0.408391
174.68,24.9051,-0.438252
174.72,24.887,-0.466575
174.76,24.8678,-0.493317
174.8,24.8476,-0.51844
174.84,24.8263,-0.541908
174.88,24.8042,-0.563693
174.92,24.7813,-0.583769
174.96,24.7575,-0.602115
175,24.7331,-0.618715
175.04,24.7081,-0.633557
175.08,24.6825,-0.646634
175.12,24.6564,-0.657942
175.16,24.6298,-0.667484
175.2,24.603,-0.675264
175.24,24.5759,-0.681292
175.28,24.5485,-0.685581
175.32,24.521,-0.688148
175.36,24.4935,-0.689014
175.4,24.4659,-0.688201
175.44,24.4384,-0.685735
175.48,24.4111,-0.681647
175.52,24.3839,-0.675966
175.56,24.357,-0.668727
175.6,24.3305,-0.659964
175.64,24.3043,-0.649715
175.68,24.2785,-0.638016
175.72,24.2532,-0.624907
175.76,24.2285,-0.610427
175.8,24.2044,-0.594616
175.84,24.181,-0.577515
175.88,24.1582,-0.559163
175.92,24.1363,-0.5396
175.96,24.1151,-0.518866
176,24.0948,-0.497
176.04,24.0753,-0.474041
176.08,24.0569,-0.450026
176.12,24.0393,-0.424992
176.16,24.0229,-0.398975
176.2,24.0074,-0.372011
176.24,23.9931,-0.344132
176.28,23.9799,-0.315373
176.32,23.9679,-0.285767
176.36,23.9571,-0.255343
176.4,23.9475,-0.224135
176.44,23.9392,-0.192171
176.48,23.9321,-0.159482
176.52,23.9264,-0.126096
176.56,23.922,-0.0920445
176.6,23.919,-0.0573549
176.64,23.9175,-0.0220569
176.68,23.9173,0.0138199
176.72,23.9186,0.0502454
176.76,23.9213,0.087189
176.8,23.9256,0.124619
176.84,23.9313,0.162503
176.88,23.9386,0.200805
176.92,23.9474,0.239492
176.96,23.9577,0.278525
177,23.9696,0.317865
177.04,23.9832,0.357471
177.08,23.9982,0.397297
177.12,24.0149,0.437298
177.16,24.0332,0.477424
177.2,24.0531,0.517624
177.24,24.0746,0.557841
177.28,24.0978,0.598018
177.32,24.1225,0.638093
177.36,24.1488,0.678002
177.4,24.1767,0.717676
177.44,24.2062,0.757046
177.48,24.2373,0.796036
177.52,24.2699,0.83457
177.56,24.304,0.872569
177.6,24.3397,0.909951
177.64,24.3768,0.946633
177.68,24.4154,0.98253
177.72,24.4554,1.01755
177.76,24.4968,1.05162
177.8,24.5395,1.08464
177.84,24.5836,1.11654
177.88,24.6288,1.14721
177.92,24.6753,1.17659
177.96,24.7229,1.2046
178,24.7717,1.23115
178.04,24.8214,1.25618
178.08,24.8721,1.27962
178.12,24.9238,1.30142
178.16,24.9762,1.32152
178.2,25.0295,1.33987
178.24,25.0834,1.35644
178.28,25.138,1.3712
178.32,25.1931,1.38413
178.36,25.2487,1.39523
178.4,25.3047,1.40449
178.44,25.361,1.41192
178.48,25.4176,1.41753
178.52,25.4744,1.42137
178.56,25.5313,1.42346
178.6,25.5882,1.42386
178.64,25.6452,1.42261
178.68,25.702,1.41978
178.72,25.7587,1.41544
178.76,25.8152,1.40966
178.8,25.8715,1.40252
178.84,25.9274,1.3941
178.88,25.983,1.3845
178.92,26.0382,1.3738
178.96,26.0929,1.36209
179,26.1471,1.34948
179.04,26.2008,1.33604
179.08,26.254,1.32187
179.12,26.3066,1.30707
179.16,26.3586,1.29171
179.2,26.4099,1.27589
179.24,26.4606,1.25969
179.28,26.5107,1.24319
179.32,26.5601,1.22646
179.36,26.6088,1.20957
179.4,26.6568,1.1926
179.44,26.7042,1.17559
179.48,26.7509,1.15862
179.52,26.7969,1.14172
179.56,26.8422,1.12496
