Time,Angle,AngularVelocity
62.44,4.45096,-0.0210965
62.48,4.45022,-0.0155179
62.52,4.44973,-0.00913599
62.56,4.4495,-0.00194109
62.6,4.44958,0.00607587
62.64,4.45,0.0149235
62.68,4.45079,0.0246097
62.72,4.45198,0.0351421
62.76,4.45361,0.0465275
62.8,4.45572,0.0587723
62.84,4.45833,0.071882
62.88,4.46148,0.0858618
62.92,4.46521,0.100716
62.96,4.46955,0.116447
63,4.47453,0.13306
63.04,4.4802,0.150554
63.08,4.48659,0.168931
63.12,4.49373,0.188192
63.16,4.50166,0.208333
63.2,4.51041,0.229354
63.24,4.52002,0.25125
63.28,4.53052,0.274016
63.32,4.54195,0.297645
63.36,4.55434,0.322129
63.4,4.56773,0.347456
63.44,4.58215,0.373616
63.48,4.59763,0.400592
63.52,4.61421,0.428369
63.56,4.63191,0.456927
63.6,4.65077,0.486243
63.64,4.67082,0.516294
63.68,4.69209,0.54705
63.72,4.71459,0.578481
63.76,4.73837,0.610551
63.8,4.76345,0.643222
63.84,4.78984,0.676451
63.88,4.81757,0.710193
63.92,4.84666,0.744395
63.96,4.87713,0.779003
64,4.90898,0.813957
64.04,4.94225,0.849193
64.08,4.97692,0.88464
64.12,5.01302,0.920226
64.16,5.05054,0.955871
64.2,5.08949,0.991492
64.24,5.12986,1.027
64.28,5.17165,1.06231
64.32,5.21484,1.09731
64.36,5.25943,1.13191
64.4,5.30539,1.16601
64.44,5.3527,1.1995
64.48,5.40134,1.23227
64.52,5.45127,1.26421
64.56,5.50246,1.29521
64.6,5.55487,1.32517
64.64,5.60846,1.35396
64.68,5.66317,1.3815
64.72,5.71896,1.40767
64.76,5.77577,1.43237
64.8,5.83353,1.45552
64.84,5.89219,1.47703
64.88,5.95167,1.49681
64.92,6.01191,1.5148
64.96,6.07283,1.53094
65,6.13436,1.54518
65.04,6.19642,1.55748
65.08,6.25893,1.56782
65.12,6.32181,1.57618
65.16,6.385,1.58255
65.2,6.44839,1.58697
65.24,6.51193,1.58943
65.28,6.57552,1.59
65.32,6.6391,1.5887
65.36,6.70259,1.5856
65.4,6.76593,1.58077
65.44,6.82903,1.57429
65.48,6.89185,1.56625
65.52,6.95431,1.55674
65.56,7.01637,1.54586
65.6,7.07797,1.53372
65.64,7.13905,1.52043
65.68,7.19959,1.50611
65.72,7.25953,1.49086
65.76,7.31884,1.4748
65.8,7.3775,1.45805
65.84,7.43548,1.44071
65.88,7.49275,1.42291
65.92,7.54931,1.40473
65.96,7.60513,1.38629
66,7.66021,1.36769
66.04,7.71454,1.34902
66.08,7.76813,1.33036
66.12,7.82097,1.3118
66.16,7.87308,1.29342
66.2,7.92445,1.27528
66.24,7.9751,1.25745
66.28,8.02505,1.23999
66.32,8.07431,1.22296
66.36,8.12289,1.20639
66.4,8.17083,1.19034
66.44,8.21813,1.17484
66.48,8.26482,1.15992
66.52,8.31093,1.14561
66.56,8.35648,1.13194
66.6,8.40149,1.11891
66.64,8.446,1.10656
66.68,8.49003,1.09488
66.72,8.5336,1.08389
66.76,8.57675,1.07359
66.8,8.6195,1.06399
66.84,8.66188,1.05508
66.88,8.70391,1.04686
66.92,8.74563,1.03934
66.96,8.78707,1.0325
67,8.82824,1.02633
67.04,8.86918,1.02084
67.08,8.90992,1.016
67.12,8.95047,1.0118
67.16,8.99087,1.00824
67.2,9.03114,1.0053
67.24,9.0713,1.00296
67.28,9.11139,1.00122
67.32,9.15141,1.00005
67.36,9.1914,0.999436
67.4,9.23137,0.999368
67.44,9.27135,0.999824
67.48,9.31136,1.00079
67.52,9.35142,1.00224
67.56,9.39155,1.00416
67.6,9.43176,1.00653
67.64,9.47208,1.00933
67.68,9.51251,1.01253
67.72,9.55308,1.01613
67.76,9.59381,1.02008
67.8,9.6347,1.02437
67.84,9.67576,1.02898
67.88,9.71702,1.03388
67.92,9.75848,1.03904
67.96,9.80014,1.04443
68,9.84203,1.05003
68.04,9.88415,1.0558
68.08,9.9265,1.06171
68.12,9.96909,1.06774
68.16,10.0119,1.07383
68.2,10.055,1.07997
68.24,10.0983,1.0861
68.28,10.1419,1.09219
68.32,10.1857,1.09821
68.36,10.2297,1.10409
68.4,10.274,1.10981
68.44,10.3185,1.11531
68.48,10.3632,1.12054
68.52,10.4082,1.12546
68.56,10.4533,1.13001
68.6,10.4986,1.13415
68.64,10.544,1.13781
68.68,10.5896,1.14095
68.72,10.6353,1.14351
68.76,10.681,1.14543
68.8,10.7269,1.14666
68.84,10.7728,1.14714
68.88,10.8186,1.14682
68.92,10.8645,1.14564
68.96,10.9103,1.14355
69,10.956,1.14051
69.04,11.0015,1.13645
69.08,11.0469,1.13133
69.12,11.092,1.12511
69.16,11.1369,1.11775
69.2,11.1814,1.1092
69.24,11.2256,1.09944
69.28,11.2693,1.08844
69.32,11.3126,1.07616
69.36,11.3554,1.0626
69.4,11.3976,1.04773
69.44,11.4392,1.03155
69.48,11.4801,1.01405
69.52,11.5203,0.995233
69.56,11.5597,0.975112
69.6,11.5983,0.9537
69.64,11.636,0.931015
69.68,11.6728,0.907085
69.72,11.7086,0.881939
69.76,11.7433,0.855617
69.8,11.777,0.82816
69.84,11.8096,0.799617
69.88,11.841,0.770041
69.92,11.8712,0.739488
69.96,11.9001,0.708022
70,11.9278,0.675706
70.04,11.9542,0.642611
70.08,11.9792,0.608809
70.12,12.0028,0.574376
70.16,12.0251,0.539387
70.2,12.046,0.503924
70.24,12.0654,0.468066
70.28,12.0834,0.431897
70.32,12.1,0.395499
70.36,12.1151,0.358955
70.4,12.1287,0.322351
70.44,12.1409,0.285768
70.48,12.1516,0.24929
70.52,12.1608,0.213
70.56,12.1686,0.176978
70.6,12.175,0.141305
70.64,12.1799,0.106059
70.68,12.1835,0.0713163
70.72,12.1856,0.0371518
70.76,12.1864,0.00363798
70.8,12.1859,-0.0291549
70.84,12.1841,-0.0611591
70.88,12.181,-0.0923095
70.92,12.1767,-0.122544
70.96,12.1713,-0.151803
71,12.1646,-0.18003
71.04,12.1569,-0.207172
71.08,12.1481,-0.233179
71.12,12.1382,-0.258004
71.16,12.1274,-0.281603
71.2,12.1157,-0.303938
71.24,12.1031,-0.32497
71.28,12.0897,-0.344667
71.32,12.0756,-0.363
71.36,12.0607,-0.379942
71.4,12.0452,-0.395472
71.44,12.0291,-0.409569
71.48,12.0125,-0.422219
71.52,11.9953,-0.433409
71.56,11.9778,-0.44313
71.6,11.9599,-0.451378
71.64,11.9417,-0.458148
71.68,11.9233,-0.463443
71.72,11.9047,-0.467265
71.76,11.8859,-0.469621
71.8,11.8671,-0.47052
71.84,11.8483,-0.469973
71.88,11.8295,-0.467994
71.92,11.8109,-0.464599
71.96,11.7924,-0.459806
72,11.7741,-0.453636
72.04,11.7561,-0.446109
72.08,11.7384,-0.437248
72.12,11.7211,-0.427079
72.16,11.7043,-0.415626
72.2,11.6879,-0.402918
72.24,11.6721,-0.38898
72.28,11.6568,-0.373841
72.32,11.6422,-0.357532
72.36,11.6282,-0.34008
72.4,11.615,-0.321517
72.44,11.6025,-0.301872
72.48,11.5909,-0.281177
72.52,11.58,-0.259463
72.56,11.5701,-0.23676
72.6,11.5611,-0.2131
72.64,11.5531,-0.188516
72.68,11.546,-0.163038
72.72,11.54,-0.136698
72.76,11.5351,-0.10953
72.8,11.5313,-0.0815662
72.84,11.5286,-0.0528391
72.88,11.5271,-0.0233825
72.92,11.5267,0.00676933
72.96,11.5276,0.0375816
73,11.5298,0.0690188
73.04,11.5332,0.101044
73.08,11.5378,0.133621
73.12,11.5438,0.166709
73.16,11.5512,0.20027
73.2,11.5599,0.234262
73.24,11.5699,0.268643
73.28,11.5814,0.303367
73.32,11.5942,0.338388
73.36,11.6084,0.373659
73.4,11.6241,0.40913
73.44,11.6412,0.444747
73.48,11.6597,0.480458
73.52,11.6796,0.516205
73.56,11.701,0.55193
73.6,11.7238,0.587573
73.64,11.748,0.623069
73.68,11.7736,0.658356
73.72,11.8006,0.693364
73.76,11.8291,0.728027
73.8,11.8589,0.762273
73.84,11.8901,0.796031
73.88,11.9226,0.829228
73.92,11.9564,0.86179
73.96,11.9915,0.893643
74,12.0279,0.924714
74.04,12.0655,0.954927
74.08,12.1042,0.984211
74.12,12.1442,1.01249
74.16,12.1852,1.03971
74.2,12.2273,1.06578
74.24,12.2705,1.09065
74.28,12.3146,1.11426
74.32,12.3596,1.13655
74.36,12.4055,1.15747
74.4,12.4522,1.17698
74.44,12.4996,1.19502
74.48,12.5478,1.21157
74.52,12.5965,1.22661
74.56,12.6459,1.2401
74.6,12.6957,1.25204
74.64,12.746,1.26241
74.68,12.7967,1.27123
74.72,12.8477,1.27849
74.76,12.8989,1.28422
74.8,12.9504,1.28843
74.84,13.002,1.29115
74.88,13.0537,1.29243
74.92,13.1054,1.2923
74.96,13.157,1.29081
75,13.2086,1.28802
75.04,13.2601,1.28398
75.08,13.3113,1.27875
75.12,13.3624,1.27241
75.16,13.4131,1.26501
75.2,13.4635,1.25663
75.24,13.5136,1.24734
75.28,13.5633,1.23722
75.32,13.6126,1.22633
75.36,13.6614,1.21474
75.4,13.7098,1.20254
75.44,13.7576,1.18979
75.48,13.8049,1.17655
75.52,13.8517,1.1629
75.56,13.898,1.1489
75.6,13.9436,1.13461
75.64,13.9887,1.12008
75.68,14.0332,1.10538
75.72,14.0772,1.09054
75.76,14.1205,1.07563
75.8,14.1632,1.06068
75.84,14.2053,1.04574
75.88,14.2469,1.03084
75.92,14.2878,1.01601
75.96,14.3282,1.00128
76,14.3679,0.986684
76.04,14.4071,0.972239
76.08,14.4457,0.957965
76.12,14.4837,0.943878
76.16,14.5212,0.929992
76.2,14.5581,0.916317
76.24,14.5945,0.902861
76.28,14.6304,0.889629
76.32,14.6657,0.876623
76.36,14.7005,0.863846
76.4,14.7348,0.851294
76.44,14.7686,0.838966
76.48,14.8019,0.826856
76.52,14.8348,0.814958
76.56,14.8671,0.803264
76.6,14.899,0.791764
76.64,14.9305,0.780448
76.68,14.9615,0.769304
76.72,14.992,0.758321
76.76,15.0221,0.747485
76.8,15.0518,0.736782
76.84,15.0811,0.726197
76.88,15.1099,0.715715
76.92,15.1383,0.70532
76.96,15.1663,0.694997
77,15.1939,0.684729
77.04,15.2211,0.6745
77.08,15.2479,0.664291
77.12,15.2743,0.654088
77.16,15.3002,0.643872
77.2,15.3258,0.633626
77.24,15.3509,0.623334
77.28,15.3756,0.612978
77.32,15.3999,0.602541
77.36,15.4238,0.592008
77.4,15.4473,0.58136
77.44,15.4703,0.570581
77.48,15.4929,0.559656
77.52,15.5151,0.548568
77.56,15.5368,0.537301
77.6,15.5581,0.52584
77.64,15.5789,0.514171
77.68,15.5992,0.502277
77.72,15.6191,0.490144
77.76,15.6384,0.477759
77.8,15.6573,0.465108
77.84,15.6756,0.452177
77.88,15.6935,0.438954
77.92,15.7107,0.425426
77.96,15.7275,0.41158
78,15.7437,0.397406
78.04,15.7593,0.382892
78.08,15.7743,0.368027
78.12,15.7887,0.352801
78.16,15.8025,0.337205
78.2,15.8157,0.321228
78.24,15.8282,0.304863
78.28,15.8401,0.2881
78.32,15.8512,0.270932
78.36,15.8617,0.25335
78.4,15.8715,0.235348
78.44,15.8806,0.216919
78.48,15.8889,0.198057
78.52,15.8964,0.178755
78.56,15.9032,0.159008
78.6,15.9091,0.138811
78.64,15.9143,0.118158
78.68,15.9186,0.0970446
78.72,15.922,0.0754661
78.76,15.9246,0.0534182
78.8,15.9263,0.0308965
78.84,15.9271,0.00789698
78.88,15.9269,-0.0155846
78.92,15.9258,-0.0395523
78.96,15.9237,-0.0640102
79,15.9207,-0.0889626
79.04,15.9166,-0.114414
79.08,15.9115,-0.140368
79.12,15.9054,-0.16683
79.16,15.8982,-0.193805
79.2,15.8899,-0.221299
79.24,15.8804,-0.249316
79.28,15.8699,-0.277862
79.32,15.8582,-0.306945
79.36,15.8453,-0.336571
79.4,15.8313,-0.366747
79.44,15.816,-0.397481
79.48,15.7995,-0.42878
79.52,15.7817,-0.460655
79.56,15.7626,-0.493113
79.6,15.7422,-0.526163
79.64,15.7205,-0.559817
79.68,15.6974,-0.594083
79.72,15.673,-0.628971
79.76,15.6471,-0.664492
79.8,15.6198,-0.700654
79.84,15.5911,-0.737468
79.88,15.5608,-0.774941
79.92,15.529,-0.813083
79.96,15.4957,-0.851898
80,15.4609,-0.891392
80.04,15.4244,-0.931567
80.08,15.3864,-0.972425
80.12,15.3466,-1.01396
80.16,15.3052,-1.05617
80.2,15.2621,-1.09905
80.24,15.2173,-1.14257
80.28,15.1707,-1.18671
80.32,15.1223,-1.23146
80.36,15.0722,-1.27677
80.4,15.0202,-1.3226
80.44,14.9664,-1.3689
80.48,14.9107,-1.41561
80.52,14.8531,-1.46265
80.56,14.7937,-1.50994
80.6,14.7323,-1.55738
80.64,14.6691,-1.60485
80.68,14.6039,-1.65224
80.72,14.5369,-1.6994
80.76,14.468,-1.74616
80.8,14.3972,-1.79237
80.84,14.3246,-1.83783
80.88,14.2502,-1.88234
80.92,14.174,-1.92568
80.96,14.0962,-1.96762
81,14.0166,-2.00792
81.04,13.9356,-2.04633
81.08,13.853,-2.0826
81.12,13.769,-2.11645
81.16,13.6837,-2.14764
81.2,13.5972,-2.1759
81.24,13.5097,-2.20099
81.28,13.4212,-2.22266
81.32,13.3319,-2.2407
81.36,13.242,-2.25491
81.4,13.1516,-2.26511
81.44,13.0608,-2.27116
81.48,12.9699,-2.27294
81.52,12.879,-2.27037
81.56,12.7883,-2.2634
81.6,12.698,-2.25203
81.64,12.6082,-2.23629
81.68,12.5192,-2.21623
81.72,12.431,-2.19198
81.76,12.3439,-2.16364
81.8,12.258,-2.1314
81.84,12.1734,-2.09543
81.88,12.0904,-2.05595
81.92,12.009,-2.01318
81.96,11.9294,-1.96737
82,11.8516,-1.91876
82.04,11.7759,-1.86761
82.08,11.7023,-1.81417
82.12,11.6308,-1.7587
82.16,11.5616,-1.70144
82.2,11.4947,-1.64263
82.24,11.4302,-1.58248
82.28,11.3681,-1.52122
82.32,11.3085,-1.45903
82.36,11.2514,-1.39611
82.4,11.1968,-1.3326
82.44,11.1448,-1.26866
82.48,11.0953,-1.20442
82.52,11.0484,-1.13999
82.56,11.0041,-1.07547
82.6,10.9624,-1.01096
82.64,10.9233,-0.946505
82.68,10.8867,-0.88218
82.72,10.8527,-0.818025
82.76,10.8212,-0.754076
82.8,10.7923,-0.690356
82.84,10.766,-0.626883
82.88,10.7422,-0.563663
82.92,10.7209,-0.5007
82.96,10.7021,-0.437988
83,10.6859,-0.375519
83.04,10.6721,-0.313281
83.08,10.6608,-0.251256
83.12,10.652,-0.189428
83.16,10.6456,-0.127776
83.2,10.6418,-0.0662793
83.24,10.6403,-0.00491819
83.28,10.6414,0.0563277
83.32,10.6448,0.117477
83.36,10.6508,0.178548
83.4,10.6591,0.239553
83.44,10.6699,0.300506
83.48,10.6832,0.361414
83.52,10.6988,0.42228
83.56,10.717,0.483104
83.6,10.7375,0.54388
83.64,10.7605,0.604593
83.68,10.7859,0.665227
83.72,10.8137,0.725753
83.76,10.8439,0.786138
83.8,10.8766,0.84634
83.84,10.9116,0.906307
83.88,10.9491,0.965979
83.92,10.9889,1.02528
83.96,11.0311,1.08414
84,11.0756,1.14246
84.04,11.1225,1.20014
84.08,11.1716,1.25707
84.12,11.223,1.31312
84.16,11.2767,1.36817
84.2,11.3325,1.42206
84.24,11.3904,1.47465
84.28,11.4504,1.52578
84.32,11.5124,1.57528
84.36,11.5764,1.62298
84.4,11.6423,1.66871
84.44,11.7099,1.7123
84.48,11.7792,1.75356
84.52,11.8501,1.79233
84.56,11.9226,1.82844
84.6,11.9964,1.86174
84.64,12.0715,1.89208
84.68,12.1477,1.91933
84.72,12.225,1.94339
84.76,12.3031,1.96416
84.8,12.3821,1.98156
84.84,12.4616,1.99555
84.88,12.5416,2.0061
84.92,12.622,2.01322
84.96,12.7027,2.01693
85,12.7834,2.01728
85.04,12.864,2.01436
85.08,12.9445,2.00826
85.12,13.0246,1.99911
85.16,13.1044,1.98704
85.2,13.1835,1.97223
85.24,13.2621,1.95485
85.28,13.3399,1.93509
85.32,13.4169,1.91315
85.36,13.4929,1.88922
85.4,13.568,1.86353
85.44,13.642,1.83628
85.48,13.7149,1.80768
85.52,13.7866,1.77793
85.56,13.8571,1.74724
85.6,13.9264,1.71579
85.64,13.9944,1.68376
85.68,14.0611,1.65133
85.72,14.1265,1.61866
85.76,14.1905,1.5859
85.8,14.2533,1.55317
85.84,14.3148,1.52062
85.88,14.375,1.48833
85.92,14.4339,1.45642
85.96,14.4915,1.42497
86,14.5479,1.39405
86.04,14.603,1.36374
86.08,14.657,1.33407
86.12,14.7098,1.3051
86.16,14.7614,1.27686
86.2,14.8119,1.24938
86.24,14.8614,1.22267
86.28,14.9097,1.19675
86.32,14.9571,1.17162
86.36,15.0035,1.14728
86.4,15.0489,1.12372
86.44,15.0934,1.10094
86.48,15.137,1.07892
86.52,15.1797,1.05764
86.56,15.2216,1.03709
86.6,15.2627,1.01723
86.64,15.303,0.998055
86.68,15.3426,0.979523
86.72,15.3814,0.961611
86.76,15.4195,0.944289
86.8,15.4569,0.927527
86.84,15.4937,0.911295
86.88,15.5298,0.895561
86.92,15.5653,0.880294
86.96,15.6003,0.865463
87,15.6346,0.851036
87.04,15.6683,0.836982
87.08,15.7016,0.82327
87.12,15.7342,0.809872
87.16,15.7663,0.796755
87.2,15.798,0.783893
87.24,15.8291,0.771256
87.28,15.8597,0.758818
87.32,15.8898,0.74655
87.36,15.9194,0.734428
87.4,15.9485,0.722427
87.44,15.9772,0.710522
87.48,16.0054,0.698691
87.52,16.0331,0.686912
87.56,16.0603,0.675163
87.6,16.0871,0.663425
87.64,16.1134,0.65168
87.68,16.1392,0.639908
87.72,16.1646,0.628094
87.76,16.1895,0.616222
87.8,16.2139,0.604278
87.84,16.2378,0.592249
87.88,16.2613,0.580122
87.92,16.2842,0.567886
87.96,16.3067,0.555531
88,16.3287,0.54305
88.04,16.3501,0.530434
88.08,16.3711,0.517677
88.12,16.3915,0.504775
88.16,16.4115,0.491722
88.2,16.4309,0.478517
88.24,16.4498,0.465157
88.28,16.4681,0.451642
88.32,16.4859,0.437973
88.36,16.5031,0.424152
88.4,16.5198,0.410181
88.44,16.5359,0.396063
88.48,16.5515,0.381805
88.52,16.5665,0.367412
88.56,16.5809,0.352891
88.6,16.5947,0.33825
88.64,16.6079,0.323498
88.68,16.6206,0.308644
88.72,16.6326,0.2937
88.76,16.6441,0.278677
88.8,16.6549,0.263588
88.84,16.6652,0.248444
88.88,16.6748,0.233261
88.92,16.6838,0.218052
88.96,16.6923,0.202833
89,16.7001,0.187619
89.04,16.7073,0.172427
89.08,16.7139,0.157272
89.12,16.7198,0.142172
89.16,16.7252,0.127144
89.2,16.73,0.112206
89.24,16.7342,0.0973755
89.28,16.7378,0.082671
89.32,16.7408,0.0681104
89.36,16.7433,0.0537122
89.4,16.7451,0.0394948
89.44,16.7464,0.0254766
89.48,16.7472,0.0116761
89.52,16.7474,-0.00188858
89.56,16.747,-0.0151991
89.6,16.7461,-0.0282374
89.64,16.7448,-0.0409857
89.68,16.7429,-0.0534262
89.72,16.7405,-0.0655417
89.76,16.7376,-0.0773149
89.8,16.7343,-0.088729
89.84,16.7305,-0.0997676
89.88,16.7263,-0.110414
89.92,16.7217,-0.120654
89.96,16.7167,-0.13047
90,16.7113,-0.139848
90.04,16.7055,-0.148773
90.08,16.6994,-0.157231
90.12,16.6929,-0.165208
90.16,16.6862,-0.172691
90.2,16.6791,-0.179665
90.24,16.6718,-0.186119
90.28,16.6642,-0.19204
90.32,16.6565,-0.197416
90.36,16.6485,-0.202234
90.4,16.6403,-0.206484
90.44,16.6319,-0.210154
90.48,16.6235,-0.213234
90.52,16.6149,-0.215712
90.56,16.6062,-0.217579
90.6,16.5975,-0.218823
90.64,16.5887,-0.219436
90.68,16.58,-0.219406
90.72,16.5712,-0.218726
90.76,16.5625,-0.217384
90.8,16.5538,-0.215371
90.84,16.5452,-0.212679
90.88,16.5368,-0.209297
90.92,16.5285,-0.205216
90.96,16.5204,-0.200428
91,16.5125,-0.194922
91.04,16.5048,-0.18869
91.08,16.4974,-0.181721
91.12,16.4903,-0.174007
91.16,16.4835,-0.165539
91.2,16.477,-0.156306
91.24,16.471,-0.146298
91.28,16.4654,-0.135507
91.32,16.4602,-0.123922
91.36,16.4555,-0.111534
91.4,16.4512,-0.0983322
91.44,16.4476,-0.0843065
91.48,16.4445,-0.0694471
91.52,16.442,-0.0537435
91.56,16.4402,-0.0371854
91.6,16.4391,-0.0197626
91.64,16.4387,-0.00146458
91.68,16.439,0.0177189
91.72,16.4401,0.0377982
91.76,16.442,0.0587836
91.8,16.4448,0.0806851
91.84,16.4485,0.103513
91.88,16.4531,0.127276
91.92,16.4587,0.151984
91.96,16.4653,0.177646
92,16.4729,0.204271
92.04,16.4816,0.231867
92.08,16.4915,0.26044
92.12,16.5025,0.289997
92.16,16.5147,0.320543
92.2,16.5281,0.352084
92.24,16.5429,0.384621
92.28,16.5589,0.418156
92.32,16.5763,0.45269
92.36,16.5951,0.488219
92.4,16.6154,0.524739
92.44,16.6371,0.562244
92.48,16.6604,0.600723
92.52,16.6852,0.640163
92.56,16.7116,0.680547
92.6,16.7397,0.721854
92.64,16.7694,0.764059
92.68,16.8008,0.807131
92.72,16.834,0.851035
92.76,16.8689,0.895728
92.8,16.9056,0.941162
92.84,16.9442,0.987282
92.88,16.9846,1.03402
92.92,17.0269,1.08132
92.96,17.0711,1.12908
93,17.1173,1.17723
93.04,17.1653,1.22565
93.08,17.2153,1.27425
93.12,17.2672,1.32291
93.16,17.3211,1.37149
93.2,17.377,1.41986
93.24,17.4347,1.46786
93.28,17.4944,1.51533
93.32,17.5559,1.56212
93.36,17.6193,1.60803
93.4,17.6846,1.65288
93.44,17.7516,1.6965
93.48,17.8203,1.73867
93.52,17.8906,1.77921
93.56,17.9626,1.81791
93.6,18.036,1.85459
93.64,18.1109,1.88905
93.68,18.1871,1.92111
93.72,18.2646,1.9506
93.76,18.3431,1.97737
93.8,18.4227,2.00128
93.84,18.5032,2.02219
93.88,18.5845,2.04002
93.92,18.6664,2.05468
93.96,18.7488,2.06612
94,18.8316,2.07433
94.04,18.9147,2.07929
94.08,18.9979,2.08104
94.12,19.0811,2.07963
94.16,19.1642,2.07516
94.2,19.2471,2.06772
94.24,19.3296,2.05744
94.28,19.4117,2.04449
94.32,19.4931,2.02902
94.36,19.574,2.01122
94.4,19.654,1.9913
94.44,19.7332,1.96945
94.48,19.8115,1.9459
94.52,19.8889,1.92085
94.56,19.9652,1.89452
94.6,20.0404,1.86714
94.64,20.1146,1.8389
94.68,20.1875,1.81002
94.72,20.2594,1.78068
94.76,20.33,1.75109
94.8,20.3994,1.7214
94.84,20.4677,1.69179
94.88,20.5348,1.6624
94.92,20.6007,1.63338
94.96,20.6655,1.60484
95,20.7291,1.57691
95.04,20.7916,1.54968
95.08,20.8531,1.52324
95.12,20.9135,1.49767
95.16,20.9729,1.47304
95.2,21.0313,1.44939
95.24,21.0889,1.42678
95.28,21.1455,1.40524
95.32,21.2013,1.3848
95.36,21.2563,1.36548
95.4,21.3106,1.34729
95.44,21.3641,1.33024
95.48,21.417,1.31433
95.52,21.4693,1.29956
95.56,21.521,1.28591
95.6,21.5722,1.27339
95.64,21.6229,1.26196
95.68,21.6731,1.2516
95.72,21.723,1.24231
95.76,21.7725,1.23404
95.8,21.8217,1.22678
95.84,21.8707,1.22048
95.88,21.9194,1.21513
95.92,21.9679,1.21068
95.96,22.0163,1.2071
96,22.0645,1.20435
96.04,22.1126,1.2024
96.08,22.1607,1.2012
96.12,22.2087,1.20071
96.16,22.2567,1.20088
96.2,22.3048,1.20168
96.24,22.3529,1.20305
96.28,22.401,1.20495
96.32,22.4493,1.20732
96.36,22.4976,1.21012
96.4,22.5461,1.21329
96.44,22.5947,1.21678
96.48,22.6435,1.22053
96.52,22.6924,1.22447
96.56,22.7414,1.22856
96.6,22.7906,1.23273
96.64,22.84,1.2369
96.68,22.8896,1.24103
96.72,22.9393,1.24503
96.76,22.9892,1.24884
96.8,23.0392,1.25239
96.84,23.0894,1.2556
96.88,23.1397,1.2584
96.92,23.19,1.26072
96.96,23.2405,1.26247
97,23.291,1.2636
97.04,23.3416,1.26401
97.08,23.3921,1.26364
97.12,23.4427,1.26242
97.16,23.4931,1.26026
97.2,23.5435,1.2571
97.24,23.5937,1.25287
97.28,23.6437,1.24751
97.32,23.6935,1.24095
97.36,23.7429,1.23314
97.4,23.7921,1.22402
97.44,23.8408,1.21354
97.48,23.8892,1.20167
97.52,23.937,1.18837
97.56,23.9842,1.17359
97.6,24.0308,1.15734
97.64,24.0768,1.13957
97.68,24.122,1.12029
97.72,24.1664,1.0995
97.76,24.2099,1.07719
97.8,24.2525,1.05339
97.84,24.2942,1.02811
97.88,24.3348,1.00138
97.92,24.3743,0.973236
97.96,24.4126,0.943719
98,24.4497,0.912879
98.04,24.4856,0.88077
98.08,24.5202,0.847454
98.12,24.5534,0.812997
98.16,24.5852,0.777471
98.2,24.6156,0.740952
98.24,24.6445,0.70352
98.28,24.6719,0.665259
98.32,24.6977,0.626256
98.36,24.7219,0.586601
98.4,24.7446,0.546385
98.44,24.7656,0.505702
98.48,24.7851,0.464645
98.52,24.8028,0.42331
98.56,24.8189,0.381792
98.6,24.8334,0.340187
98.64,24.8461,0.298589
98.68,24.8572,0.257092
98.72,24.8667,0.21579
98.76,24.8745,0.174773
98.8,24.8807,0.134132
98.84,24.8853,0.0939553
98.88,24.8882,0.054328
98.92,24.8896,0.0153343
98.96,24.8895,-0.0229448
99,24.8878,-0.0604307
99.04,24.8846,-0.0970477
99.08,24.88,-0.132723
99.12,24.874,-0.167387
99.16,24.8667,-0.200973
99.2,24.858,-0.233419
99.24,24.848,-0.264664
99.28,24.8368,-0.294652
99.32,24.8244,-0.323332
99.36,24.811,-0.350655
99.4,24.7964,-0.376575
99.44,24.7808,-0.401052
99.48,24.7643,-0.424049
99.52,24.7469,-0.445533
99.56,24.7287,-0.465475
99.6,24.7097,-0.483851
99.64,24.69,-0.500639
99.68,24.6697,-0.515822
99.72,24.6488,-0.529389
99.76,24.6274,-0.541328
99.8,24.6055,-0.551637
99.84,24.5833,-0.560312
99.88,24.5607,-0.567357
99.92,24.5379,-0.572777
99.96,24.5149,-0.576581
100,24.4918,-0.578781
100.04,24.4686,-0.579392
100.08,24.4455,-0.578432
100.12,24.4224,-0.575922
100.16,24.3994,-0.571885
100.2,24.3766,-0.566344
100.24,24.3541,-0.559328
100.28,24.3319,-0.550865
100.32,24.3101,-0.540985
100.36,24.2886,-0.52972
100.4,24.2677,-0.517101
100.44,24.2473,-0.503162
100.48,24.2275,-0.487937
100.52,24.2083,-0.471461
100.56,24.1898,-0.453768
100.6,24.172,-0.434893
100.64,24.155,-0.414872
100.68,24.1388,-0.393738
100.72,24.1235,-0.371528
100.76,24.1091,-0.348275
100.8,24.0957,-0.324015
100.84,24.0832,-0.29878
100.88,24.0718,-0.272606
100.92,24.0614,-0.245525
100.96,24.0521,-0.21757
101,24.044,-0.188775
101.04,24.037,-0.159172
101.08,24.0313,-0.128794
101.12,24.0268,-0.0976736
101.16,24.0235,-0.0658438
101.2,24.0215,-0.0333374
101.24,24.0208,-0.000187987
101.28,24.0215,0.0335707
101.32,24.0235,0.067904
101.36,24.0269,0.102777
101.4,24.0317,0.138152
101.44,24.038,0.173993
101.48,24.0457,0.210261
101.52,24.0548,0.246915
101.56,24.0654,0.283913
101.6,24.0775,0.321212
101.64,24.0911,0.358765
101.68,24.1062,0.396525
101.72,24.1229,0.434442
101.76,24.141,0.472463
101.8,24.1607,0.510532
101.84,24.1818,0.548594
