#Projectile Motion Simulation Data
#Validation Type: With Magnus Effect
#Initial Position (m): (0, 0, 10)
#Initial Velocity (m/s): (15, 5, 15)
#Initial Spin (rad/s): (-20, -40, 20)
#Diameter (m): 0.04
#Mass (kg): 0.0027
#Drag Coefficient: 0.5
#Air Density (kg/m^3): 1.27
#Final Time (s): 4.517
#Final Position (m): (17.2285, 8.24716, 0.000772679)

Time,X,Y,Z
0.499,2.59764,2.82683,14.2675
0.5,2.59772,2.83239,14.271
0.501,2.59778,2.83795,14.2745
0.502,2.59783,2.8435,14.278
0.503,2.59787,2.84905,14.2814
0.504,2.59791,2.8546,14.2848
0.505,2.59793,2.86014,14.2882
0.506,2.59794,2.86569,14.2916
0.507,2.59794,2.87123,14.295
0.508,2.59794,2.87677,14.2984
0.509,2.59792,2.8823,14.3017
0.51,2.59789,2.88783,14.305
0.511,2.59786,2.89337,14.3083
0.512,2.59781,2.89889,14.3116
0.513,2.59776,2.90442,14.3149
0.514,2.59769,2.90994,14.3181
0.515,2.59762,2.91546,14.3214
0.516,2.59753,2.92098,14.3246
0.517,2.59744,2.92649,14.3278
0.518,2.59734,2.932,14.331
0.519,2.59722,2.93751,14.3341
0.52,2.5971,2.94302,14.3373
0.521,2.59697,2.94852,14.3404
0.522,2.59683,2.95402,14.3435
0.523,2.59668,2.95952,14.3466
0.524,2.59652,2.96501,14.3497
0.525,2.59635,2.9705,14.3528
0.526,2.59618,2.97599,14.3558
0.527,2.59599,2.98148,14.3588
0.528,2.5958,2.98696,14.3618
0.529,2.59559,2.99244,14.3648
0.53,2.59538,2.99792,14.3678
0.531,2.59516,3.0034,14.3708
0.532,2.59493,3.00887,14.3737
0.533,2.59469,3.01434,14.3766
0.534,2.59444,3.01981,14.3795
0.535,2.59418,3.02527,14.3824
0.536,2.59391,3.03073,14.3853
0.537,2.59364,3.03619,14.3881
0.538,2.59336,3.04164,14.391
0.539,2.59306,3.04709,14.3938
0.54,2.59276,3.05254,14.3966
0.541,2.59245,3.05799,14.3994
0.542,2.59214,3.06343,14.4022
0.543,2.59181,3.06887,14.4049
0.544,2.59147,3.07431,14.4076
0.545,2.59113,3.07974,14.4104
0.546,2.59078,3.08518,14.4131
0.547,2.59042,3.0906,14.4157
0.548,2.59005,3.09603,14.4184
0.549,2.58968,3.10145,14.4211
0.55,2.58929,3.10687,14.4237
0.551,2.5889,3.11229,14.4263
0.552,2.5885,3.1177,14.4289
0.553,2.58809,3.12311,14.4315
0.554,2.58767,3.12852,14.434
0.555,2.58725,3.13392,14.4366
0.556,2.58681,3.13932,14.4391
0.557,2.58637,3.14472,14.4416
0.558,2.58592,3.15011,14.4441
0.559,2.58547,3.15551,14.4466
0.56,2.585,3.16089,14.449
0.561,2.58453,3.16628,14.4515
0.562,2.58405,3.17166,14.4539
0.563,2.58356,3.17704,14.4563
0.564,2.58307,3.18242,14.4587
0.565,2.58256,3.18779,14.4611
0.566,2.58205,3.19316,14.4635
0.567,2.58153,3.19852,14.4658
0.568,2.58101,3.20389,14.4681
0.569,2.58047,3.20925,14.4704
0.57,2.57993,3.2146,14.4727
0.571,2.57938,3.21996,14.475
0.572,2.57883,3.22531,14.4772
0.573,2.57826,3.23065,14.4795
0.574,2.57769,3.236,14.4817
0.575,2.57711,3.24134,14.4839
0.576,2.57653,3.24667,14.4861
0.577,2.57593,3.25201,14.4883
0.578,2.57533,3.25734,14.4904
0.579,2.57473,3.26267,14.4926
0.58,2.57411,3.26799,14.4947
0.581,2.57349,3.27331,14.4968
0.582,2.57286,3.27863,14.4989
0.583,2.57223,3.28394,14.5009
0.584,2.57158,3.28925,14.503
0.585,2.57094,3.29456,14.505
0.586,2.57028,3.29986,14.5071
0.587,2.56962,3.30516,14.5091
0.588,2.56895,3.31046,14.511
0.589,2.56827,3.31575,14.513
0.59,2.56758,3.32104,14.515
0.591,2.56689,3.32633,14.5169
0.592,2.5662,3.33161,14.5188
0.593,2.56549,3.33689,14.5207
0.594,2.56478,3.34217,14.5226
0.595,2.56406,3.34744,14.5245
0.596,2.56334,3.35271,14.5263
0.597,2.56261,3.35797,14.5282
0.598,2.56187,3.36324,14.53
0.599,2.56113,3.36849,14.5318
0.6,2.56038,3.37375,14.5336
0.601,2.55962,3.379,14.5353
0.602,2.55886,3.38425,14.5371
0.603,2.55809,3.38949,14.5388
0.604,2.55731,3.39474,14.5406
0.605,2.55653,3.39997,14.5423
0.606,2.55574,3.40521,14.5439
0.607,2.55495,3.41044,14.5456
0.608,2.55415,3.41566,14.5473
0.609,2.55334,3.42089,14.5489
0.61,2.55253,3.42611,14.5505
0.611,2.55171,3.43132,14.5521
0.612,2.55089,3.43653,14.5537
0.613,2.55006,3.44174,14.5553
0.614,2.54922,3.44695,14.5568
0.615,2.54838,3.45215,14.5584
0.616,2.54753,3.45735,14.5599
0.617,2.54667,3.46254,14.5614
0.618,2.54581,3.46773,14.5629
0.619,2.54495,3.47292,14.5643
0.62,2.54407,3.4781,14.5658
0.621,2.5432,3.48328,14.5672
0.622,2.54231,3.48846,14.5687
0.623,2.54142,3.49363,14.5701
0.624,2.54053,3.4988,14.5714
0.625,2.53963,3.50396,14.5728
0.626,2.53872,3.50912,14.5742
0.627,2.53781,3.51428,14.5755
0.628,2.53689,3.51943,14.5768
0.629,2.53597,3.52458,14.5781
0.63,2.53504,3.52972,14.5794
0.631,2.53411,3.53487,14.5807
0.632,2.53317,3.54,14.582
0.633,2.53222,3.54514,14.5832
0.634,2.53128,3.55027,14.5844
0.635,2.53032,3.55539,14.5856
0.636,2.52936,3.56052,14.5868
0.637,2.52839,3.56563,14.588
0.638,2.52742,3.57075,14.5891
0.639,2.52645,3.57586,14.5903
0.64,2.52547,3.58097,14.5914
0.641,2.52448,3.58607,14.5925
0.642,2.52349,3.59117,14.5936
0.643,2.52249,3.59626,14.5947
0.644,2.52149,3.60135,14.5957
0.645,2.52049,3.60644,14.5968
0.646,2.51948,3.61152,14.5978
0.647,2.51846,3.6166,14.5988
0.648,2.51744,3.62168,14.5998
0.649,2.51641,3.62675,14.6008
0.65,2.51538,3.63182,14.6018
0.651,2.51435,3.63688,14.6027
0.652,2.51331,3.64194,14.6036
0.653,2.51226,3.647,14.6045
0.654,2.51121,3.65205,14.6054
0.655,2.51016,3.65709,14.6063
0.656,2.5091,3.66214,14.6072
0.657,2.50804,3.66718,14.608
0.658,2.50697,3.67221,14.6089
0.659,2.5059,3.67724,14.6097
0.66,2.50482,3.68227,14.6105
0.661,2.50374,3.68729,14.6113
0.662,2.50265,3.69231,14.612
0.663,2.50156,3.69733,14.6128
0.664,2.50047,3.70234,14.6135
0.665,2.49937,3.70734,14.6142
0.666,2.49827,3.71234,14.6149
0.667,2.49716,3.71734,14.6156
0.668,2.49605,3.72234,14.6163
0.669,2.49493,3.72733,14.617
0.67,2.49381,3.73231,14.6176
0.671,2.49269,3.73729,14.6182
0.672,2.49156,3.74227,14.6188
0.673,2.49043,3.74724,14.6194
0.674,2.48929,3.75221,14.62
0.675,2.48815,3.75718,14.6205
0.676,2.48701,3.76214,14.6211
0.677,2.48586,3.76709,14.6216
0.678,2.48471,3.77204,14.6221
0.679,2.48355,3.77699,14.6226
0.68,2.48239,3.78194,14.6231
0.681,2.48123,3.78687,14.6236
0.682,2.48006,3.79181,14.624
0.683,2.47889,3.79674,14.6244
0.684,2.47772,3.80167,14.6248
